content,score,label
gratis ongkir aja ga ada parah,1,negatif
udah beli diskon plus mahal mahal malah tiba tiba hilangin voucher 5k,1,negatif
"beberapa kali pesan barang di Tokopedia selalu lewat estimasi kalau lewat estimasi cuman 2 atau 3 hari gak apa²,ini lewat sampe 1 Minggu lebih,mending shopee,pesan hari Senin,hari Minggu barang udah sampai,btw gua tinggal di Sulawesi Utara",1,negatif
tidak bisa cod. nyesel download.,2,negatif
bebas ongkir aja ga ada gimana mau ramai pembeli,1,negatif
"kenapa ya belanja di Tokopedia sekarang harga barang banyak yang gak masuk akal, mana ongkir nya mencekik lagi, jika dibandingkan dengan harga barang yang sama di aplikasi lain malah jauh lebih murah, ongkir nya juga enteng, jadi malas buat belanja online di aplikasi ini lagi sekarang.",2,negatif
scam parah mau beli malah promonya ga berlaku trus hilang semua.,1,negatif
"Banyak penipuan di tokped, Cara lapor nya ribet, Slow Respn parah, malah jatuhnya gaada respon. Maaf uninstall",1,negatif
kecewa pencairan dana yang lama...,1,negatif
cukup responsif,4,positif
ok,5,positif
saya berlangganan Tokopedia plus baru 2minggu kok diskon 5ribu per hari tiba tiba hilang begitu aja pas hari tidak bisa di akses lagi ini tidak ada kesepakatan awal kenapa ini tiba tiba saya tidak mengerti mohon penjelasannya,1,negatif
apk gblk kebanyakan bug,1,negatif
"Bro App lo skrg kenapa Lemot banget, Ya Tuhan",2,negatif
Ingat Otomotif ingat Tokopedia .,5,positif
ok,5,positif
ya lumayanlah yg penting banyakin diskon Sama gratis ongkirnya biar makin enak LG belanjanya,4,positif
top,5,positif
setelah di update malah susah mau uplod foto......soalnya tidak kebaca galery nya,1,negatif
"sudah berlangganan Plus, malah voucher potongan 5K tiap hari dihilangkan. mohon maaf, untuk kali ini saya kecewa sama tokopedia 🙏🏼",1,negatif
"aplikasi penipu, pelayanan kurang memuaskan.",1,negatif
"apk macam apa ini,semua vc di hilangkan,plusnya di tarik,apk ga jelas!!!",1,negatif
"gimana ini apk tokpednya, niatnya mau order lagi pake ewallet tokped tapi issue, untung bisa ditarik lagi dananya",2,negatif
"saya baru gabung dan pengguna baru di tokopedia, dapat diskon dan gratis ongkir, tapi begitu saya buat transaksi dan sudah checkout barang yang diinginkan kenapa tidak bisa? ditolak dan error system? saya buat transaksi beda toko pun masih tetap sama, apakah diskon pengguna baru hanya untuk barang² dan toko2 tertentu saja? atau bagaimana!? kira² ini kenapa? kan jadi mubazir diskon sebanyak itu tidak bisa dipakai... bisa dijelaskan Min!?",3,netral
semoga sukses dan amanah,4,positif
"padahal alamat udh bener tapi kenapa ya paket malah di kembaliin? tolong dong jan kaya gitu, kira saller udah nunggu paket nya dateng ber hari hari, eh malah ga di kirim malah mau di kembaliin gimana sih?",2,negatif
"payah prodak mulai susah di cari, dulu ada sekarang klik muncul prodak yg GK di tuju.",2,negatif
makasih Tokopedia terpercaya...,5,positif
gratis ongkir nya mana woyyy,4,positif
baik,5,positif
apa memang tidak ada sistem COD kah,3,netral
"tokped lama lama ko nyebelin ya,udah lemot,padahal sering update banyak èrror/bug atau apalah tolong dong segera perbaiki",2,negatif
tokped kon,1,negatif
Ini adminnya beneran manusia atau bot sih? Kok responnya gak ada sama sekali,5,positif
promonya pada hilang. goib,1,negatif
"GK jelas aplikasi ny coy,mau masuk akun malah terdaftar akun baru terus,padah hny dg 1 nomer,JD GK bisa lihat belanjaan sy sebelum ny,JD GK bisa lihat transaksi sy di toped,kacau",4,positif
"jangan percaya sama mau gestun di tokopedia,atau mau mencairkan paylater dengan tukar saldo dana,hati hati di tokopedia banyak penipuan,paylater sudah terpotong namun saldo dananya tidak di kirim kirim",1,negatif
mantap,5,positif
"banyak toko palsu, saya terkena penipuan ditambah susah akses buat komplain",1,negatif
diskon ongkir ga selamanya gratis di hp sebelumnya rata rata 11-18rb sampe sekarang,5,positif
"I REALLY LOVEEE THE SYSTEMMM, return selalu gampang as long as we have the valid reason, bahkan jarang bayar even paket return diambil sm kurir, pengiriman pun bbrp cepet bangett, luvvv ijo ijo💜💜💜💜",5,positif
josss,5,positif
"tolong perbaiki mesin pencarianya, jangn dkit"" eror.",3,netral
"Saya mau beli pulsa tapi pas udah bayar kenapa saldo saya selalu di kembalikan lagi dah ,dan bisa di sebut gagal terus dari kemaren dah nyoba hampir 20x pembelian ulang hasil nya sama saldo di kembalikan terus aneh banget dah",1,negatif
lebih baik pake jasa kirim JNE express seperti dulu sebelum gabung tik tok shop,5,positif
mau daftar plus gabisa bisa,1,negatif
alway love you,5,positif
good.👍,5,positif
"Dulu tu setau saya, ada fitur compare dengan produk lain yg serupa, tapi kenapa sekarang hilang ya?? Saya pengen fitur itu balik lagi. tapi yawdah, selain sering ngebug saya cuma pakek Tokopedia dan antek-anteknya",4,positif
ok,5,positif
"Beda banget sama yg dulu, penanganan CS sangat membagongkan, komplain paket yg hilang karena kesalahan logistik prosesnya lebih dari 1 minggu, bahkan sampai hari ini juga belum terselesaikan, sampai akhirnya ajuan komplain saya di tolak, padahal udah chat CS dan kirim bukti, tapi respon CS seperti BOT CHAT, terlalu memihak kepada logostik daripada konsumen. semoga yg lain tidak mengalami kejadian seperti saya. mendapatkan pelayanan yg buruk dan LAMBAT. Setelah ini mending hapus permanen aja deh.",1,negatif
"gak jelas ada voucher tapi tidak bisa cek out bayar COD, transaksi gagal terus , kalo gak niat gausah ngasih voucher tolol, padahal pembelian pertama",1,negatif
"mau bayar KPR kirain gampang tak taunya ribet juga, walaupun sekedar cek tagihan susah amat!",3,netral
"belanja aman di aplikasi ini, responsif dalam menyelesaikan masalah",5,positif
"makin kesini makin miring aja aplikasi e commerce 1 ini layanan,rekanan jasa ekpedisi,toko nya jadi aneh2.",1,negatif
oke siiip,5,positif
good,5,positif
banyak fitur gak penting mempersulit pembeli,1,negatif
"semakin kesini semakin parah aja Tokopedia belanja barang tidak dikirim hubungi Tokopedia care tidak bisa membantu hanya di menunggu sampai batas waktu yang di tentukan, bukan sekali dua kali jadi sering seperti ini instan rasa reguler",1,negatif
baguss,5,positif
2x pesan dibatalkan terus. Karna ga dikirim2. Kayanya kalau toko ga aktif mending hapusin deh. Udah nunggu2 ga dikirimin.,3,netral
alhamdulillah bermanfaat,5,positif
"Hasil pencariannya goblog, tolol!!. Sudah pakai kata pencarian sangat spesifik, tetapi barang lain tetap ditampilkan. Contoh : Duo (Merk) Realis Jerkbait (nama produk) 120 (size) S (tipe) Hokusai (seri), tapi tetap ditampilkan produk umpan, bahkan peralatan mancing lainnya. Tolong bikin lebih nyaman!!!!",1,negatif
Dah ngk spt dulu lg. Makin kesini makin ngk nyaman & ngk enak lg di tokped. Dah aplikasinya lemot saingan ma te***el.,2,negatif
aplikasi scam diskon biar orang tertarik,1,negatif
harga tidak bersaing,1,negatif
"Tolong Tingkatkan Gopaylater saya, Pengalaman Belanja Jadi Ga asik, Karna Keterbatasan limit,, Tolong Batulah Please ✌️",5,positif
"pesan ga dikirim, pesan lagi malah ga ada diskon parah",1,negatif
harga ga sesuai sama yang di tampilin di awal,1,negatif
kok pas aku baru membuka aplikasi nya langsung disindir listerine (itu gak rispek banget wok),1,negatif
gue kasih bintang 1 kesel notifnya pesanan anda sudah sampai semua tentang pesanan padahal gak ada pesan barang juga.pas dibuka masuk ke barang jualan orang lain.,1,negatif
kalau beli langsung harganya normal,1,negatif
"mudah dan Aman, saya puas",5,positif
"promo pembodohan, harganya di naikin dulu lalu di bilang diskon🥱. mending pindah sebelah bnyk promo ongkirnya",1,negatif
harga berubah normal ketika check out,1,negatif
"cape2in, promo tidak berlaku ada bisa belanja tanpa promo",1,negatif
best online shopping app in indo i think,5,positif
mantap sangat membantu,5,positif
"tolong diperbaiki bug di Lacak paket,huruf & backround putih semua,gk bsa dibaca 😤",3,netral
langganan trz,5,positif
"Banyak diskon nya daripada aplikasi yang lain, pembayaran juga mudah, alhamdulillah selama ini beli selalu sama dengan yg di foto. Jazakallah khair🙏",5,positif
"sangat bagus,mudah, pokonya semuanya the best 👍👍",5,positif
sangat membatu,5,positif
buat mencari sesuatu oke,5,positif
"tolong dikurangi Push Notifikasi nya, berisik, menuh-menuhin, risih. sebelumnya nggak begini.",4,positif
"Saldo Dana yg tersisa setelah pembayaran disini dgn cara menyambungkan akun ewallet, anehnya lenyap menjadi 0 rupiah. padahal harusnya ada sisa. Akhirnya sambungan tsb saya putuskan, dan tetap saldo tdk kembali.",1,negatif
"Jangan sampe langganan PLUS gaes sangat merugikan voucher tidak dapat dipake, penanganan juga buruk ga ada progres. Saya kecewa telah menggunakan layanan plus tetapi tidak bisa menikmatinya sama sekali",1,negatif
"proses cpat tpi,kalau bisa ongkirnya dikurngin lgi om",4,positif
memuaskan,5,positif
mohon bersihkan dari toko abal abal penipu dengan iming iming harga sangat murah.ongkir toped sekarang juga mahal.jadi malas belanja.cuma buat referensi saja.kalau sudah baik nanti belanja di sini lagi,2,negatif
keren,5,positif
gokil.. lacak paket sangat jelass & mudahhh,5,positif
"buat masukin admin...kasih fitur ""laporkan pelapak""..banyak pelapak yg menjual barang ga sesuai deskripsi..dan banyak pelapak yg modus penipuan dgn membatalkan transaksi dan meminta transaksi diluar ketentuan lalu mengirim resi pengiriman fiktif.. untuk menjaga kualitas barang dan kualitas pelapak sebaiknya fitur tersebut segera di adakan....",2,negatif
beli paket data udah lebih dari 5 jam masih gak masuk. bilangnya lebih dari 1 jam transaksi dibatalkan secara otomatis dan uang langsung ke refund. otw uninstal nih apk,1,negatif
Pengembalian dana refound susah sekali nunggu 3 minggu gak ada kabar ntar ujung²nya dana gak dikembalikan.dr tgl 8 januari sampai sekarang 23 januari uangku belum di kembalikan.tidak recommended,3,netral
"setelah diupdate versi ini, malah ga bisa digunakan. tlg di fix",2,negatif
tidak profesional,1,negatif
"sebenarnya bagus cuma ongkir itu lho tidak gratis, saran agar bikin ekspedisi sendiri seperti shopee",4,positif
belanja di Tokopedia ongkir murah barang berkualitas tinggi,5,positif
baik,5,positif
mantappl tokped josss,5,positif
oke banget bagus,5,positif
"apk tokopedia selalu minta di update setelah di update semakin lemot berat, jadi males kalau mau belanja, lemot berat",3,netral
"semoga langgeng tokopedia Aamiin,🤲",5,positif
"sejak menggait tiktok smakin merosot pelayanan, gratis ongkir dn voucer2 nya.. masih kalah sma toko sebelah..",3,netral
"buruk sekali, mau login dipersulit",1,negatif
udh gk bisa pke payleterny lagi pdhl punya limit dh pke bertahun tahun auto uninstall lagian mhl mhl brngnya murhn toko sebelah pamit undur diri,1,negatif
toped sekarang bukan toped yang dulu.. makin kesini makin gak waras.. setelah gabung tiktok. rada2.. aku sellermu sejak 2017 toped. byk aku sekarang ga jualan di toped. makasih perjalanan panjang ini...,1,negatif
dikasih promo tapi dipakai ga berhasil malah hilang,1,negatif
barusan coba tapi mengecewakan,1,negatif
"aplikasi busuk, jangan download aplikasi ini, sangat busuk sekali, saya beli barang disini via virtual account bca, setelah saya melakukan pembayaran pada produk ke 1 status pembayaran tidak berubah, malahan kode virtualaccountny berubah jadi nomor berbeda sama yang sebelumnya dan tetap terdapat tagihan, setelah bayar ulang dan status berhasil uang saya yang pembayaran pertama tadi tidak ada kejelasan, tidak ada jalan keluarnya malah jawabannya berbelit belit dan 500 ribu hilang secara percuma",1,negatif
"Mestinya ulasan dapat diedit, shg klo ada kesalahan bisa diperbaiki. Semoga 13/4/26 Maaf ternyara ulasan bisa diedit hanya saja aku lupa menulis disini. Aku sdh edit bbrp x. Edit melalui Riwayat.",5,positif
sangat puas,5,positif
makin di update makin sampah emang tokped,1,negatif
sangat puas,5,positif
semenjak aplikasi makin berat di situ udah gak pernah blanja lagi. auto pindah ke shopee,1,negatif
"pengiriman jelek , pengantaran tidak pernah tepat waktu.",1,negatif
sayangnya ada ongkirnya coba gratis ongkir,4,positif
Kalo batalin pesanan proses pengembalian dananya sangat lama... padahal pas bayar pake bank saldo ke tokopedia langsung masuk wkwkwkw,1,negatif
aplikasi busukk,1,negatif
ok,5,positif
mantab,5,positif
"belanja di Tokopedia mahal 2x , contoh harga di tulis 9980 rb, pas pencet langsung beli mau pesan ko harga jadi 30.000 rb lah kan kocak ko jadi mahal banget aneh ,gak jadi beli ja",2,negatif
"ikut kasih bintang 1 , pesanan tidak sampai, expedisi SAP express, kurir dadang hidayat tidak amanah, baru kali ini belanja tidak sampai",1,negatif
"sekarang beli obat di Toped ribet banget, konsultasi dokter tidak membantu, dokter selalu tidak memberikan resep obat. Padahal sebelumnya cuma upload resep foto sendiri lebih simple dan mudah. sekarang harus konsultasi via dokter di Toped",1,negatif
Belanja aman.,5,positif
"banyak penipuan produknya,",1,negatif
sudah beberapa kali belanja di sini dari tahun 2013 sampai sekarang ga pernah bener..ada saja yang barangnya kurang..harus video unboxing segala..padahal barang ga seberapa duit..goodbye forever..,1,negatif
mantap,5,positif
ongkir mahal dan gak gratis,5,positif
harganya kok jadi normal waktu check out?????,1,negatif
loading e agak lambat,4,positif
Mantap,5,positif
lemoot,1,negatif
aplikasi gak bisa cod dan ongkir diatas 50k,1,negatif
bagus,5,positif
👍,5,positif
"Pengalaman buruk saya alami dalam berbelanja di Tokopedia. paket barang seharga 6.8 juta berupa Poco X8 Pro Max, masih stuck di satu tempat dalam seminggu lebih. admin Tokopedia lambat dalam menanggapi masalah ini, mohon diingat kepercayaan konsumen dapat berubah dengan tanggapan dari Tokopedia. dimohon untuk menyelesaikan masalah ini dengan tepat untuk menjaga kepercayaan saya kepada Tokopedia sejak 2020. Terima Kasih",2,negatif
ga bisa daftar affiliate mohon dibenarkan,3,netral
"kritik buat tokopedia,kalau ada laporan harap di tanggapi",1,negatif
"seller tokped banyak yg ga berkualitas, ngasi produk, ngasi harga jual, tpi ga di proses.",1,negatif
Suka,5,positif
bagus dan mudah sekali..klu boleh tolong dong pengajuan saya di aprove ya maksih,5,positif
aplikasinya ga sehat buat dipakai belanja,1,negatif
harganya jadi normal waktu dipesan gila ini aplikasi,1,negatif
"jasa pengiriman tidak bertanggung jawab, dilaporkan ke admin Tokopedia nya malah di tolak bukannya dibantu di investigasikan. tidak aman belanja online disini.",1,negatif
"sangat mengganggu sekali, saat kita ada zoom atau VC & WA selalu memotong waktu kita",3,netral
SUPER HEMAT SUPER LENGKAP PELANGGAN PUAS.,5,positif
ok,5,positif
parah ni aplikasi....blnja dsni brg blm diterima..status sdh terkirim...trnyata kurir y slh kirim ..udh d tlp mlh g dibantu jg..akhir y sy tdk menerima psenan sy..mn udh bayar lg kesel dah..pdhl alamat n no tlp sy kn ada dstu gmn toh abg kurir...sedih rasanya..kapok dh blnja d tokped lg,1,negatif
"Overall bagus-bagus aja. Cuma tolong dikasih juga keterangan toko yang masih aktif atau enggaknya kayak dulu supaya memudahkan orang yang mau berbelanja, sama notifnya yang penting-penting aja (kayak keterangan co barang, pesan dari penjual, dan pesanan dibatalkan). Nggak usah kebanyakan spam promo tiap berapa menit sekali. Semoga membantu 🙏",5,positif
SatSt tdk Dipersulit,5,positif
"Tolong Tokopedia perbaiki bug pencarian di wishlist dong, saya sudah wishlist nama-nama parfum banyak sekali. Saya mau cari namanya lewat pencarian (cari barang atau toko) tapi selalu saja barang tidak ditemukan. Tolong segera diperbaiki bug ini, mengganggu sekali.",1,negatif
"promonya banyak yg ghosting, pesanan selalu dibatalkan sistem 😔👎",1,negatif
kok susah buka ya ???,1,negatif
good,5,positif
"Baru2 ini, saya membersihkan cache di aplikasi Tokopedia. Sekarang tidak bisa masuk lagi ke akun saya. No. hp tidak terverifikasi, email di non aktifkan. Solusinya ?",1,negatif
"kenapa dah sistem pencarian Toped susah bener, fitur membaca gambar gak ada, harus detail typing produk yg kita cari, typo dikit aja gak auto loading pencarian, bener2 sistem jadul. Toped hrs banyak bebenah klo gak mau kalah saing sama toko oren. Sy pribadi online shoping kgak kegiur sama promo, diskon dll percuma ngejar begituan tetap aja rumus ada harga ada kualitas berlaku sampai kapanpun.",2,negatif
"tidak bisa menggabungkan metode pembayran saldo refund ditambah metode yang lain, sehingga saldo refund susah dihabiskan, mubazir, dan lagi, notifikasi penawaran barang yang sebenarnya sudah dibeli sejak lama, padahal itu bukan barang repeat order macam obat",3,netral
good,5,positif
bagus,5,positif
"Plus-ku masih tersisa satu bulan, tapi kenapa voucher 5 ribu per hari malah kau hilangkan sialan?",1,negatif
"sangat puas blanja di toko pedia, bnyak diskon ny. makasih tokped",5,positif
baik,3,netral
good,5,positif
"disebelah udh bisa pakai Qris, disini blm wkwkwkwk",5,positif
males banget keluar akun wae,1,negatif
"saya itu hampir hafal sama harga barang yg setiap muncul di beranda saya,masa sekarang tiap barang harganya naik 50 rb perbarang,saya lihat di toko oranye masih sama aja harganya,ah Uda gak recommend lagi kayaknya belanja di Tokopedia,saya tambahin lagi sekarang aplikasinya lemot parah,padahal wifi lancar buat buka semua aplikasi",1,negatif
"dulu saya suka beli di Tokopedia, tapi sekarang saya kurangi karena ada sebeb : 1. Respon penjual lama saat di chat / di tanya perihal barang. 2. pengiriman barang yang di beli sangat lama, jika di toko lain dari mulai barang di beli sampai datang hanya butuh waktu 3 hari di waktu normal dan 4 hari jika di beli di hari Minggu. tetapi di Tokopedia barang yang di pesan masih dalam status menunggu kurir, padahal sudah masuk hari ke-3. saya kecewa karena terlalu lama respon dan cara kerjanya.",3,netral
good,5,positif
the best pokoknya mah,5,positif
"Jujur saya sudah lama menggunakan aplikasi Tokopedia dari PT Tokopedia, tetapi kemarin saya mengalami hal yang merugikan bagi konsumen seperti saya karena terdapat oknum tidak bertanggung jawab dan itu jika di biarkan akan merusak dan menjelekkan nama baik perusahaan PT Tokopedia saran saya sesegera mungkin di bereskan, lalu bisa berikan keamanan digital yang lebih ketat agar konsumen lain tidak mengalami hal serupa",5,positif
haii min ada resto di jogja yg nama dan logo nya di miripin sama tokopedia apakah ini tidak termasuk plagiat min,5,positif
"kalo tertipu, ga bisa refund/penanganan. sudah d laporkan ya tidak ada pembekuan dan sejenisnya. ya jadi terpaksa nganggap uang hilang.",1,negatif
"semenjak adanya tokoclinic jadi ribet sudah dapat resepnya susah,giliran dapat resep harganya berubah jadi 2-3X lipat",1,negatif
selama ini semuanya lancar,4,positif
"koin gopay yg (katanya) bisa mengurangi biaya transaksi nyatanya gak bisa. saya pernah dapet 3000 koin & saya pakai transaksi bayar pulsa listrik, biaya tetap harga awal. gak mengurangi samsek. lainnya, saya suka belanja di tokped karna respon penjual cepat & barang berkualitas",3,netral
lama terik dananya 2 jt harus nuggu 2 hari padahal cuman refund doang,2,negatif
Tokopedia adalah aplikasi terpercaya saya dan menjadi aplikasi utama saat berbelanja online tapi maaf saya harus uninstal padahal saya sering berbelanja disini akun saya di curigai curang padahal saya tidak melakukan kecurangan (saya memang sering riset hp saya dan ganti ke device lain) apapun sudah di laporkan tentang masalah ini tapi tidak ada jawaban dari Tokopedia care dgn berat hati saya hapus dan pindah ke aplikasi belanja sebelah...,3,netral
aplikasi ga jelas transaksi gagal mulu udah diulang berkali² tetep ga bisa saran gw jangan donlod ni mending aplikasi sebelah,1,negatif
ok lah,5,positif
aplikasi penyepong iklan gila iklan nya mama gk bisa di skip bikin iklan gk iklas jir,1,negatif
jos dan mantap,5,positif
Top,5,positif
geser lokasi aneh bngt targetin rumah malah panah cursornya gerak sendiri ke rumah orang ampas bngt,1,negatif
aplikasi scam balikin duit gua woi,1,negatif
bisa jadi partner bisnis ku,5,positif
perlu perbaikan di feed vidio muter yerus padaha jaringan buat yg lain lancar jaya,5,positif
"saya pesen barang di Tokopedia ,dan ada whatspp masuk katanya pesanan saya terhambat,dan mohon di batalkan tadinya saya udah curiga ini penipuan ,karena sesuai dia kasih list barang sesuai yang saya pesan dan nomor resinya tercantum aku pikir itu dari sellernya ternyata penipu dan makin ragu sekarang ga Aman di toped setelah gabung dengan tiktok saya pesen barang data datanya bocor ke penipu sampe hilang uang sampe jutaan, tolong di perbaiki keamanannya saya sebagai pengguna tokped&TT kecewa",2,negatif
"Saat konsultasi dengan dokter terkait obat resep, jika sudah keluar dari aplikasi harus konsultasi lagi, buang-buang waktu sekali, Tolong dong diperbaiki.",3,netral
"gak ribet belanja di sini, aman juga",5,positif
mantap pokoknya sangat membantu,5,positif
peoduknya bagus dan.berguna,5,positif
mantap,3,netral
toko pedia sangat baik tidak mengecewakan...,5,positif
bagus aja,5,positif
"Wahhhh kacau sih pesan pakai sameday itu sampe satu hari, ini malah sampe 6 hari, gak ada kompensasi dari Tokopedia, kacau sih, acara saya jadi tergantung karena barang gak sampai -sampai. ini kedua kalinya bara saya belum sampai harusnya tanggal 5 Apri 2026 tapi sekarang sudah tanggal 13 April 2026 belum sampai saya akan tunggu barang saya sampai datang sampe tahun depan 2027 tetap saya tunggu, kalau gak datang juga saya upload aja di sosmed",2,negatif
"ribet, mau beli obat yang biasa dipakai harus pake chat dokter, apalagi sekarang harga obat makin mahal mahal, jatohnya obat dan toko atas pilihan dokter cuma sebiji, mahal di ongkos kirim padahal kondisi rakyat sedang sengsara",1,negatif
"aneh, saya kan pengguna, masa mau co, kendala teknis trus sih",3,netral
mantap,5,positif
mantap,5,positif
voucher pengguna baru tidak bisa di pakai tiba tiba hilang padahal waktu masi ada,1,negatif
"udah update OS update app, masih aja banyak bug tokopedia ini ""halaman kosong error"", benerin atuh masa mau gini terus tokopedia.",1,negatif
"Tokopedia tolong kembalikan saldo gopay saya, mengapa anda menggunakan tanpa seizinku, uang 10 ribu masih berarti bagiku.",1,negatif
"berat server, nge-leg",1,negatif
ini kenapa ya mau ngaitkan akun gopay kok gak bisa terus apa aplikasinya udah mulai jelek? mohon di tindaki,1,negatif
tombol keranjang nya gak bisa dipencet..ada yg pernah mengalami juga?,2,negatif
"kenapa iklan aplikasi ini muncul terus, sumpah muak banget, sangat sangat sangat mengganggu, gimana caranya biar gak muncul terus iklannya?",1,negatif
suara notifikasi Tokopedia yang ikonik itu udah nggak ada ya?,4,positif
bikin fitur search brng make gbr agak susah nyari brng yg sesuai cman dr nmanya aja,3,netral
"ditungguin lama lama malah di return gmn sih, jdi sayang voucher nya",1,negatif
Pelayanan yg profesional dan terintergrasi.,5,positif
jarang ada diskon tak uninstall aja,2,negatif
"pertama kali pakai toko ped, beli pulsa listrik. sdh kena admin dari toko pedianya dan dari bank nya. eh ujung nya gagal transaksi. penarikan saldo jg ribet.. malah kehilangan biaya admin sana sini. kapookkk bangettt...",1,negatif
sangat bagus bayar d tmpat,5,positif
"Tokopedia mulai sewenang², seenaknya merubah jadwal pengiriman. hati² d toped banyak toko hantu, anehnya barangnya baru² & transaksi bisa dilakukan, stelah checkout, pesanan tidak d apa²in, dana qt mengendap selama 3 hr, begitu dbatalkan, harus menunggu 2 hr utk d review. barangnya mahal². berhati² lah transaksi besar d toped, modusnya, harga murah, barang g ada,dana dbalikin k saldo toped, dana sulit dtarik atau dipakai.toped udah g peduli dgn komplen, tega banget uang kbutuhan hidup dtahan",1,negatif
sangat membantu,5,positif
mantap,5,positif
"beli pulsa harusnya dapat masa aktif 150 hari, 0 hari gk beres toped untuk pembelian pulsa",1,negatif
"sekarang voucher nya dikit dikit, wkwk pelit jadi pada pindah ke sebelah deh 😇",2,negatif
ongkirnya mahal,1,negatif
lemot aplikasinya,1,negatif
belanja gak ribet dan harga terjangkau,5,positif
Jelek,1,negatif
shock banget pas batalin pembelian di tokped pengembalian dana nya nyampe sebulan!!! bikin orang deg²an mana nominalnya ngga sedikit. tolong dong tokped pengembalian dana selama itu kalah sama shopee. perbaikin!!!,1,negatif
Pick uo kurir J&T bermasalah pickup barang tirak diambil sudah dua kali,1,negatif
aplikasi sampah,1,negatif
harganya berubah ubah bikin orang binggung,1,negatif
diskonnya hilang waktu mau pesan apaan dah,1,negatif
dikasih promo tapi tidak bisa dipakai,1,negatif
menurut aku sih ya aplikasinya udah bagus tapi tolong dibuat dong untuk metode pembayarannya pakai qris soalnya kayak lebih simpel aja gitu jadi untuk yang belum punya kartu ATM atau dananya belum premium udah bisa tuh lewat qris aja terus apalagi untuk yang ga mau COD bisa kan pakai itu saran aku sih aktifin pembayaran qris ya...... jadi kalau siapa aja yang belum mempunyai kartu ATM atau dana yang belum premium dan dia nggak mau COD nah bisa pakai metode qris bayarnya kan simple,5,positif
mana ini gratis ongkirnya,1,negatif
setiap login akun malah logout sendiri akunnya,1,negatif
pengaduan Telat Respon. pernah dikecewakan 1 transaksi Saldo Gopay Tidak kembali saat Cancel pembayaran,1,negatif
makin gak jelas nih app.,1,negatif
pembayaran nya langsung lancar tanpa Masalah sedikit pun,5,positif
"aplikasinya eror trus,cari barang gak bisa terus",1,negatif
"beli barang 21+ susahnya minta ampun, order di browser di sarankan instal app, setelah instal malah gabisa malah balik only browser, TF",1,negatif
mau belanja aplikasinya cepat dan riweh ampun deh,1,negatif
"3x barang gua ilang, proses penyelesaian lama, muter sana sini yang akhirnya barang tetap ilang. buang' waktu apalagi barang yang harganya lumayan males lama' belanja disini",1,negatif
kecewa,1,negatif
"APK UDAH STRESS INI, MASA GUA DIBANDUNG KOTA KATANYA GAK KURIR YANG MENDUKUNG GILA. UNINSTAL AJA APK GAK GUNA",1,negatif
payah,1,negatif
Pelayanan Baik,5,positif
top,4,positif
"jelek bngt apk nya, sering layar putih saja terus padahal jaringan lancar",1,negatif
"ini udah kesekian kali nunggu lama lama malah transaksi dibatalkan alasannya kurir ga pick up, seller ga konfirmasi/komunikasi. tolong lah baned aja seller2 kaya gtu",1,negatif
barang yg di pesan sering tidak sesuai!!!!!!!,1,negatif
KEREN,5,positif
"kecewa ketika tokopedia gabung dengan tiktok jadi sulit berjualan lagi,mending kaya dulu lagi tidak gabung 😔",1,negatif
goodd,5,positif
untuk update kedepannya tolong hanya pembeli yg bisa mengaktifkan COD dan penjual tidak bisa menonaktifkan fitur COD,5,positif
good,3,netral
"pengiriman gak jelas,pket udah nyampe pusat penyortiran,udah d simpen d gudang j&t,udah nyampe d hub pengantaran balik lagi ke gudang d sortir lagi gitu terus Ampe 4 hari kga d anter2 ke alamat gwe.hebat👍👍",3,netral
Operasional Mudah Tidak Ribet,5,positif
"Aplikasinya bagus. Banyak voucher diskonannya. Tuk kedepannya sediakan fitur Uang Tip buat kurir, kayak platform sebelah. Biar semakin semangat kerjanya. Terimakasih.",5,positif
mantap,4,positif
top,5,positif
Ok,5,positif
Resep dokter digital sudah didapatkan..tapi pas kembali kemenu untuk membeli obatnya malah disuruh chat dokter kembali utk buat resep baru..aplikasinya lebih simple yang dlu.. skarang jadi malas beli obatnya.waktunya juga diperpanjang donk.jika belum digunakan.,3,netral
"Gajelas ni apk mau chek out pake metode COD malah terjadi kesalahan mulu pdhl jaringannya lancar"" aja muter muter gjls",1,negatif
"cuma mau ngasih saran buat mimin Tokopedia jangan pake jne lagi, soalnya banyak keluhan dan rating jne jga jelek banget",1,negatif
keren,5,positif
"masa harus abdet terus, mana barang di sini mahal lagi",3,netral
sangat membantu semua pembayaran,5,positif
"Bagus shopee, apk busuk complain tidak di tanggapi",1,negatif
enak dan amanah,5,positif
sekedar saran kalau anda tidak segera berinovasi anda akan hilang sama seperti yahoo vs google dulu. gak usah bilang trimakasih rekrut sy jadi pekerja aja😁,3,netral
ok,5,positif
aplikasi membantu,5,positif
Tolong buat admin di tingkatkan server jaringan nya sangat buruk upload sangat susah gagal2 terus..,4,positif
"Aplikasi jual beli online paling mantap, alhamdulillah sudah banyak barang2 favorit incaran gw yang sudah berhasil gw beli di Tokopedia. 😊",5,positif
